ID,Type,UGS,"GTIN, UPC, EAN ou ISBN",Nom,Publié,"Mis en avant ?","Visibilité dans le catalogue","Description courte",Description,"Date de début de promo","Date de fin de promo","État de la TVA","Classe de TVA","En stock ?",Stock,"Montant de stock faible","Autoriser les commandes de produits en rupture ?","Vendre individuellement ?","Poids (kg)","Longueur (cm)","Largeur (cm)","Hauteur (cm)","Autoriser les avis clients ?","Note de commande","Tarif promo","Tarif régulier",Catégories,Étiquettes,"Classe d’expédition",Images,"Limite de téléchargement","Jours d’expiration du téléchargement",Parent,"Groupes de produits","Produits suggérés","Ventes croisées","URL externe","Libellé du bouton",Position,"Swatches Attributes",Marques,"Nom de l’attribut 1","Valeur(s) de l’attribut 1 ","Attribut 1 visible","Attribut 1 global","Méta : rank_math_internal_links_processed","Méta : _vi_wad_aliexpress_product_id","Méta : rank_math_seo_score","Méta : cmplz_hide_cookiebanner","Méta : rank_math_primary_product_cat","Méta : _rvx_latest_reviews_insight","Méta : ekit_post_views_count","Méta : rank_math_description","Méta : rank_math_focus_keyword","Méta : rank_math_primary_product_brand","Méta : _jet_woo_template","Méta : _template_type","Méta : _vi_wad_aliexpress_variation_id","Méta : _vi_wad_aliexpress_variation_attr","Méta : _vi_wad_aliexpress_variation_ship_from","Méta : _vi_wad_product_video","Méta : _vi_wad_show_product_video_tab","Nom de l’attribut 2","Valeur(s) de l’attribut 2","Attribut 2 visible","Attribut 2 global"
5133,variable,1005006783156014,,"Robe longue géométrique Tsniout",1,0,visible,"✨ <strong data-start=""107"" data-end=""129"">Conformité tsniout</strong> : robe longue à manches longues et col chemise discret<br data-start=""184"" data-end=""187"" />🌸 <strong data-start=""190"" data-end=""208"" data-is-only-node="""">Design moderne</strong> : imprimé abstrait beige et gris pour une allure chic et naturelle<br data-start=""275"" data-end=""278"" />🍃 <strong data-start=""281"" data-end=""292"">Matière</strong> : tissu fluide et léger, agréable à porter toute la journée<br data-start=""352"" data-end=""355"" />🎀 <strong data-start=""358"" data-end=""376"">Coupe élégante</strong> : boutonnage intégral et tombé droit pour une silhouette élancée<br data-start=""441"" data-end=""444"" />🧼 <strong data-start=""447"" data-end=""467"">Entretien facile</strong> : lavable en machine, tissu souple et infroissable","<p data-start=""101"" data-end=""509"">Adoptez un style <strong data-start=""188"" data-end=""210"">moderne et raffiné</strong> avec notre <strong data-start=""222"" data-end=""257"">robe longue géométrique Tsniout</strong>, pensée pour concilier <strong data-start=""281"" data-end=""303"">mode contemporaine</strong> et <strong data-start=""307"" data-end=""326"">pudeur élégante</strong>. Ses <strong data-start=""332"" data-end=""365"" data-is-only-node="""">motifs géométriques audacieux</strong> apportent une touche de caractère unique, tandis que sa <strong data-start=""422"" data-end=""468"">coupe fluide et longue jusqu’aux chevilles</strong> sublime la silhouette avec discrétion.</p>\n<p data-start=""511"" data-end=""807"">Avec ses <strong data-start=""520"" data-end=""539"">manches longues</strong> et son <strong data-start=""547"" data-end=""559"">col haut</strong>, cette robe assure une <strong data-start=""583"" data-end=""606"">couverture complète</strong> tout en mettant en valeur son design distinctif. Son <strong data-start=""660"" data-end=""690"">tissu léger et confortable</strong> en fait une alliée idéale, aussi bien pour la <strong data-start=""737"" data-end=""750"">synagogue</strong>, une <strong data-start=""756"" data-end=""777"">occasion spéciale</strong>, que pour le <strong data-start=""791"" data-end=""804"">quotidien</strong>.</p>\n<p data-start=""809"" data-end=""1097"">Disponible en plusieurs <strong data-start=""833"" data-end=""868"">couleurs et motifs géométriques</strong>, la <strong data-start=""873"" data-end=""908"">robe longue géométrique Tsniout</strong> s’adresse aux femmes souhaitant exprimer leur <strong data-start=""955"" data-end=""971"">personnalité</strong> tout en respectant les <strong data-start=""995"" data-end=""1022"">principes de la tsniout</strong>. Une pièce incontournable pour allier <strong data-start=""1061"" data-end=""1094"">mode, foi et féminité moderne</strong>.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Robe Tsniout",,,"https://tsniout-shop.fr/wp-content/uploads/2024/08/image-21.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/image-22.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/image-23.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_n7izlsn7izlsn7iz.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_wr9hmlwr9hmlwr9h.png",,,,,,,,,0,,,Taille,"L, M, S, XL, XXL, XXXL",0,1,1,1005006783156014,66,,0,"{""aggregation"":{""total_avg_review"":0,""total_reviews"":0,""recommnendation_count"":0,""five"":{""percentage"":0,""total"":0},""four"":{""percentage"":0,""total"":0},""three"":{""percentage"":0,""total"":0},""two"":{""percentage"":0,""total"":0},""one"":{""percentage"":0,""total"":0}},""criteria_stats"":{""a"":0,""b"":0,""c"":0,""d"":0,""e"":0,""f"":0,""g"":0,""h"":0,""i"":0,""j"":0},""product"":{""id"":1308718,""uid"":""pi-4SFK-b1ONxTiY-vTZx"",""wp_id"":5133,""wp_unique_id"":""si-feFz-NwiGpdJH-8z85-5133"",""title"":""Robe longue géométrique Tsniout"",""url"":""https://tsniout-shop.fr/"",""price"":29.9,""discounted_price"":0,""slug"":""robe-longue-geometrique-tsniout"",""image"":""https://tsniout-shop.fr/wp-content/uploads/2024/08/kf-S84b8c1b4dc4a4e3a877a83ba3fa20336Q-Robe-Maxi-G-om-trique-Manches-sulfpour-Femme-V-tement-D-contract-de-la-raq-en.webp"",""status"":""Active"",""post_type"":""product"",""total_reviews"":0,""avg_rating"":0,""stars"":{""one"":0,""two"":0,""five"":0,""four"":0,""three"":0},""one_stars"":0,""two_stars"":0,""three_stars"":0,""four_stars"":0,""five_stars"":0,""created_at"":""2025-06-21T11:08:05.000000Z"",""updated_at"":""2025-06-21T11:08:05.000000Z"",""categories"":null}}",687,"Adoptez un style moderne et raffiné avec notre robe longue géométrique Tsniout, pensée pour concilier mode contemporaine et pudeur élégante.","Robe longue géométrique Tsniout",0,,default,,
5135,variation,1005006783156014-apricot-xl,,"Robe longue géométrique Tsniout - XL",1,0,visible,,,,,taxable,parent,1,994,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006783156014,,,,,,4,,,Taille,XL,,1,,,,,,,,,,,,,12000038281985636,14:200661023#Apricot;5:100014065
5136,variation,1005006783156014-apricot-xxl,,"Robe longue géométrique Tsniout - XXL",1,0,visible,,,,,taxable,parent,1,990,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006783156014,,,,,,5,,,Taille,XXL,,1,,,,,,,,,,,,,12000038281985637,14:200661023#Apricot;5:4182
5137,variation,1005006783156014-apricot-xxxl,,"Robe longue géométrique Tsniout - XXXL",1,0,visible,,,,,taxable,parent,1,987,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006783156014,,,,,,6,,,Taille,XXXL,,1,,,,,,,,,,,,,12000038281985638,14:200661023#Apricot;5:4183
5138,variation,1005006783156014-apricot-s,,"Robe longue géométrique Tsniout - S",1,0,visible,,,,,taxable,parent,1,988,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006783156014,,,,,,1,,,Taille,S,,1,,,,,,,,,,,,,12000038281985633,14:200661023#Apricot;5:100014064
5139,variation,1005006783156014-apricot-m,,"Robe longue géométrique Tsniout - M",1,0,visible,,,,,taxable,parent,1,986,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006783156014,,,,,,2,,,Taille,M,,1,,,,,,,,,,,,,12000038281985634,14:200661023#Apricot;5:361386
5140,variation,1005006783156014-apricot-l,,"Robe longue géométrique Tsniout - L",1,0,visible,,,,,taxable,parent,1,985,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006783156014,,,,,,3,,,Taille,L,,1,,,,,,,,,,,,,12000038281985635,14:200661023#Apricot;5:361385
5169,variable,1005006055240476,,"Robe longue à volant Tsniout",1,0,visible,"✨ <strong data-start=""93"" data-end=""115"">Conformité tsniout</strong> : robe longue à col montant et manches bouffantes<br data-start=""165"" data-end=""168"" />🌸 <strong data-start=""171"" data-end=""189"">Design raffiné</strong> : coupe à volants superposés pour un effet majestueux<br data-start=""243"" data-end=""246"" data-is-only-node="""" />🍃 <strong data-start=""249"" data-end=""260"">Matière</strong> : tissu fluide et léger à imprimé paisley vert<br data-start=""307"" data-end=""310"" />🎀 <strong data-start=""313"" data-end=""328"">Détail chic</strong> : ceinture contrastante pour souligner la taille<br data-start=""377"" data-end=""380"" />🧼 <strong data-start=""383"" data-end=""403"">Entretien facile</strong> : lavable en machine, tissu résistant et infroissable","Adoptez un look à la fois raffiné et pudique avec cette <strong>robe longue à volant tsniout</strong>, conçue pour allier <strong>élégance</strong> et <strong>modestie</strong>. Cette robe se distingue par ses volants délicats qui apportent du <strong>mouvement</strong> et une touche de <strong>féminité</strong> à votre silhouette, tout en respectant les principes de la <strong>tsniout</strong>. Sa coupe fluide et aérienne descend gracieusement jusqu'aux chevilles, offrant une allure sophistiquée.\n\nLes <strong>manches longues</strong> et le <strong>col haut</strong> garantissent une couverture complète, tout en mettant en valeur les détails des volants qui ajoutent du charme et de la structure à la robe. Confectionnée dans un tissu léger et confortable, cette <strong>robe à volant tsniout</strong> est parfaite pour les occasions spéciales ou pour un port quotidien, vous permettant de rester élégante tout en respectant vos valeurs.\n\nDisponible dans une gamme de couleurs douces et classiques, cette robe est idéale pour les femmes cherchant à exprimer leur style avec une touche de romantisme. La <strong>robe longue à volant tsniout</strong> est un choix parfait pour celles qui veulent allier <strong>mode</strong> et <strong>foi</strong> avec un style unique et gracieux.",,,taxable,,1,,,0,0,,,,,1,,,,"Robe Tsniout",,,"https://tsniout-shop.fr/wp-content/uploads/2024/08/image-24.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/image-25.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/image-26.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_doonpzdoonpzdoon.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_7wt75a7wt75a7wt7.png",,,,,,,,,0,,,Taille,"L, M, S, XL, XXL",0,1,1,1005006055240476,9,,0,,695,,,0,,default,,
5171,variation,1005006055240476-green-xxl,,"Robe longue à volant Tsniout - XXL",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006055240476,,,,,,1,,,Taille,XXL,,1,,,,,,,,,,,,,12000035523953126,14:175;5:4182
5172,variation,1005006055240476-green-xl,,"Robe longue à volant Tsniout - XL",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006055240476,,,,,,2,,,Taille,XL,,1,,,,,,,,,,,,,12000035523953125,14:175;5:100014065
5173,variation,1005006055240476-green-l,,"Robe longue à volant Tsniout - L",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006055240476,,,,,,3,,,Taille,L,,1,,,,,,,,,,,,,12000035523953124,14:175;5:361385
5174,variation,1005006055240476-green-m,,"Robe longue à volant Tsniout - M",1,0,visible,,,,,taxable,parent,1,99,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006055240476,,,,,,4,,,Taille,M,,1,,,,,,,,,,,,,12000035523953123,14:175;5:361386
5175,variation,1005006055240476-green-s,,"Robe longue à volant Tsniout - S",1,0,visible,,,,,taxable,parent,1,100,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005006055240476,,,,,,5,,,Taille,S,,1,,,,,,,,,,,,,12000035523953122,14:175;5:100014064
5206,variable,1005005916782519,,"Robe longue imprimée Tsniout",1,0,visible,"<p data-start=""94"" data-end=""489"">✨ <strong data-start=""96"" data-end=""118"">Conformité tsniout</strong> : robe longue à manches longues et col discret<br data-start=""165"" data-end=""168"" />🌀 <strong data-start=""171"" data-end=""189"">Design moderne</strong> : imprimé géométrique vert &amp; blanc, coupe ample et fluide<br data-start=""247"" data-end=""250"" data-is-only-node="""" />🍃 <strong data-start=""253"" data-end=""264"">Matière</strong> : coton-viscose doux, respirant et agréable à porter<br data-start=""317"" data-end=""320"" />🎀 <strong data-start=""323"" data-end=""341"">Confort absolu</strong> : poches latérales et tombé léger pour un look décontracté chic<br data-start=""405"" data-end=""408"" />🧼 <strong data-start=""411"" data-end=""431"">Entretien facile</strong> : lavable en machine, tissu résistant et sans repassage</p>","<p data-start=""83"" data-end=""418"">Affirmez votre style avec notre <strong data-start=""182"" data-end=""214"">robe longue imprimée Tsniout</strong>, pensée pour conjuguer <strong data-start=""238"" data-end=""258"">mode et modestie</strong>. Sa <strong data-start=""263"" data-end=""291"">coupe fluide et allongée</strong> met en valeur la silhouette avec délicatesse, tandis que ses <strong data-start=""353"" data-end=""374"">imprimés raffinés</strong> apportent une touche moderne et féminine.</p>\n<p data-start=""420"" data-end=""673"">Avec ses <strong data-start=""429"" data-end=""448"">manches longues</strong> et son <strong data-start=""456"" data-end=""468"">col haut</strong>, cette robe garantit une <strong data-start=""494"" data-end=""517"">couverture élégante</strong> adaptée à la <strong data-start=""531"" data-end=""544"">synagogue</strong>, aux <strong data-start=""550"" data-end=""564"">cérémonies</strong> ou au <strong data-start=""571"" data-end=""584"">quotidien</strong>. Son <strong data-start=""590"" data-end=""620"">tissu léger et confortable</strong> en fait une pièce agréable à porter toute l’année.</p>\n<p data-start=""675"" data-end=""840"">La <strong data-start=""678"" data-end=""710"">robe longue imprimée Tsniout</strong> est idéale pour celles qui recherchent une tenue <strong data-start=""760"" data-end=""793"">pudique, élégante et raffinée</strong>, capable d’allier <strong data-start=""812"" data-end=""837"">tradition et tendance</strong>.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Robe Tsniout",,,"https://tsniout-shop.fr/wp-content/uploads/2024/08/image-30.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_14yqi614yqi614yq.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_6vhibt6vhibt6vhi.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_szue3pszue3pszue.png",,,,,,,,,0,,,Taille,"4XL, 5XL, L, M, S, XL, XXL, XXXL",0,1,1,1005005916782519,66,,0,,764,"Affirmez votre style avec notre robe longue imprimée Tsniout, pensée pour conjuguer mode et modestie.","Robe longue imprimée Tsniout",0,,default,,
5208,variation,1005005916782519-green1-xl,,"Robe longue imprimée Tsniout - XL",1,0,visible,,,,,taxable,parent,1,3000,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005005916782519,,,,,,1,,,Taille,XL,,1,,,,,,,,,,,,,12000034838939871,14:771#Green1;5:100014065
5209,variation,1005005916782519-green1-l,,"Robe longue imprimée Tsniout - L",1,0,visible,,,,,taxable,parent,1,2999,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005005916782519,,,,,,2,,,Taille,L,,1,,,,,,,,,,,,,12000034838939870,14:771#Green1;5:361385
5210,variation,1005005916782519-green1-m,,"Robe longue imprimée Tsniout - M",1,0,visible,,,,,taxable,parent,1,3000,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005005916782519,,,,,,3,,,Taille,M,,1,,,,,,,,,,,,,12000034838939869,14:771#Green1;5:361386
5211,variation,1005005916782519-green1-s,,"Robe longue imprimée Tsniout - S",1,0,visible,,,,,taxable,parent,1,3000,,0,0,,,,,0,,"27,9","39,9",,,,,,,1005005916782519,,,,,,4,,,Taille,S,,1,,,,,,,,,,,,,12000034838939868,14:771#Green1;5:100014064
5316,variable,1005007359959293,,"Robe de plage Tsniout",1,0,visible,"<p data-start=""89"" data-end=""478"">✨ <strong data-start=""91"" data-end=""113"">Conformité tsniout</strong> : robe longue, manches ¾ évasées et col discret<br data-start=""161"" data-end=""164"" />🌼 <strong data-start=""167"" data-end=""185"">Design délicat</strong> : broderie ajourée subtile pour une allure lumineuse<br data-start=""238"" data-end=""241"" data-is-only-node="""" />🍃 <strong data-start=""244"" data-end=""255"">Matière</strong> : coton respirant, léger et fluide pour un confort optimal<br data-start=""314"" data-end=""317"" />🎀 <strong data-start=""320"" data-end=""338"">Coupe élégante</strong> : taille empire et jupe à volants pour un tombé gracieux<br data-start=""395"" data-end=""398"" />🧼 <strong data-start=""401"" data-end=""421"">Entretien facile</strong> : lavable en machine, tissu durable et doux au toucher</p>","<p data-start=""77"" data-end=""391"">Optez pour la <strong data-start=""159"" data-end=""184"">robe de plage Tsniout</strong>, conçue pour allier <strong data-start=""205"" data-end=""238"">modestie, confort et féminité</strong> sous le soleil. Sa <strong data-start=""258"" data-end=""284"">coupe longue et fluide</strong> assure une couverture élégante tout en laissant respirer la peau grâce à un <strong data-start=""361"" data-end=""388"">tissu léger et agréable</strong>.</p>\n<p data-start=""393"" data-end=""625"">Avec ses <strong data-start=""402"" data-end=""421"">manches longues</strong> et son <strong data-start=""429"" data-end=""444"">col discret</strong>, cette robe est parfaite pour profiter de la plage, d’une <strong data-start=""503"" data-end=""528"">balade en bord de mer</strong> ou d’un <strong data-start=""537"" data-end=""566"">moment de détente estival</strong> tout en respectant les principes de la <strong data-start=""606"" data-end=""622"">mode pudique</strong>.</p>\n<p data-start=""627"" data-end=""818"">Disponible dans des <strong data-start=""647"" data-end=""681"">teintes estivales et raffinées</strong>, la <strong data-start=""686"" data-end=""711"">robe de plage Tsniout</strong> est l’alliée idéale des femmes qui souhaitent conjuguer <strong data-start=""768"" data-end=""798"">fraîcheur, style et pudeur</strong> même en vacances.</p>",,,taxable,,1,,,0,0,,,,,1,,,,"Robe Tsniout",,,"https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_5zhm7t5zhm7t5zhm.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_7xw0557xw0557xw0.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_h03jf6h03jf6h03j.png, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_66b4b066b4b066b4-6.webp, https://tsniout-shop.fr/wp-content/uploads/2024/08/Gemini_Generated_Image_9hqnzz9hqnzz9hqn.png",,,,,,,,,0,,,Taille,"L, M, S, XL, XXL, XXXL",0,1,1,1005007359959293,68,,0,,663,"Optez pour la robe de plage Tsniout, conçue pour allier modestie, confort et féminité sous le soleil. Sa coupe longue et fluide assure une couverture élégante.","Robe de plage Tsniout",0,,default,,
5318,variation,1005007359959293-yellow-xxxl,,"Robe de plage Tsniout - XXXL",1,0,visible,,,,,taxable,parent,1,49,,0,0,,,,,0,,"34,9","49,9",,,,,,,1005007359959293,,,,,,1,,,Taille,XXXL,,1,,,,,,,,,,,,,12000040418372694,14:366#yellow;5:4183
5319,variation,1005007359959293-yellow-xl,,"Robe de plage Tsniout - XL",1,0,visible,,,,,taxable,parent,1,49,,0,0,,,,,0,,"34,9","49,9",,,,,,,1005007359959293,,,,,,2,,,Taille,XL,,1,,,,,,,,,,,,,12000040418372692,14:366#yellow;5:100014065
5320,variation,1005007359959293-yellow-xxl,,"Robe de plage Tsniout - XXL",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,"34,9","49,9",,,,,,,1005007359959293,,,,,,3,,,Taille,XXL,,1,,,,,,,,,,,,,12000040418372693,14:366#yellow;5:4182
5321,variation,1005007359959293-yellow-m,,"Robe de plage Tsniout - M",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,"34,9","49,9",,,,,,,1005007359959293,,,,,,4,,,Taille,M,,1,,,,,,,,,,,,,12000040418372690,14:366#yellow;5:361386
5322,variation,1005007359959293-yellow-l,,"Robe de plage Tsniout - L",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,"34,9","49,9",,,,,,,1005007359959293,,,,,,5,,,Taille,L,,1,,,,,,,,,,,,,12000040418372691,14:366#yellow;5:361385
5323,variation,1005007359959293-yellow-s,,"Robe de plage Tsniout - S",1,0,visible,,,,,taxable,parent,1,50,,0,0,,,,,0,,"34,9","49,9",,,,,,,1005007359959293,,,,,,6,,,Taille,S,,1,,,,,,,,,,,,,12000040418372689,14:366#yellow;5:100014064
